id,text
7448,@AmazonHelp at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd
7449,@AmazonHelp  don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it
7450,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?"
7451,@AmazonHelp  Ordered a camera; Shortly after received call from 206-508-4014. I didn't answer.. I immediately received an email from...
7452,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.
7453,@AmazonHelp is there a way to know if the Amazon gift cards I send are being used?
7454,"@AmazonHelp ordered what was on the box for my sister’s wedding gift, that’s what came out of the box. What gives?! https://t.co/8jX9A0Ipcu"
7455,@AmazonHelp Not impressed with Amazon Logistics. Computer parts delayed a week and a refund is the only option? Really disappointed.
7456,@AmazonHelp somehow Siri can turn off my lights but Alexa is incapable. #pleasefixit #buggedupdate https://t.co/wLNncaWcX1
7457,"@119356 @AmazonHelp     horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!"
7458,"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune."
7459,"Two DOA orders. First hard drive came bouncing in a giant box, second one crushed in a padded envelope... sigh. Refund on way. @AmazonHelp https://t.co/4bRVrNlrBy"
7460,@AmazonHelp I unable to add money to my Amazon wallet. I called customer service but no action since one month
7461,"'Hey @AmazonHelp i haven't received my ""delivered"" order.' 
'Did you check around your house' lmao https://t.co/w6FRcwmoFX"
7462,@AmazonHelp #pathetic customer service. New low in e-commerce. Trying to raise a return request 5 times. #Fail
7463,@115850 @AmazonHelp how long would you take to dispatch the shipment shameless people.. https://t.co/z8CWOLq93F
7464,@AmazonHelp hey I started a Amazon prime trial..i was charged $1..wats that about ?
7465,@AmazonHelp  where does a customer goes to share his/her concerns about the fullfillment centre
7466,@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.
7467,"@AmazonHelp Accidentally bought Amazon Prime when I misread it for the free month trial, and I wanted to know if theres any way for a refund"
7468,"@AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt"
7469,"@AmazonHelp HEY, I have 30 packages that need to be refunded on nov 5th which is the estimated shipping time. fake tracking. never shipped."
7470,@AmazonHelp why is Videos option missing in the skills for Alexa in India? Not able to connect my fire TV.
7471,"@115833 @AmazonHelp Will echo devices bought from US work in India, as ECHO has already been launched here ?"
7472,@AmazonHelp is my parcel lost in transit I’ve never experienced a delay with delivery from you!! https://t.co/DJ4tGuR94P
7473,@AmazonHelp HorrbleService👿Booked #Redmi4 on 16.10.17.  Neither phn recd nor refnd. complnt alrdy made.  No response at all. Fed up wd amzon
7474,"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?"
7475,@AmazonHelp Why Amazon.in prime members are not allowed to access kindle prime reading section? @117634 @115850 @115821
7476,@AmazonHelp how do i delete my old credit cards from the list
7477,@AmazonHelp When will Madam Secretary S4 will be available on Amazon Prime Video India?
7478,@AmazonHelp cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise
7479,@AmazonHelp are brighton tickets available today for the morrissey presale? they aren’t on the website and i got worried
7480,@AmazonHelp I assumed your previous question meant you were going to do something...? https://t.co/Ry03t6eDaK
7481,"Bad service &amp; no reply! Why do Amazon make it so hard to get in touch! Delivery due yesterday as paid for, not in 2 more days! @AmazonHelp https://t.co/dx43TTZIQK"
7482,@AmazonHelp  emailing to enquiremorrissey tickets as they go on sale today from 10.00 but No brighton date has come up as it is advertised.
7483,"@AmazonHelp , as @115830 haven’t replied, could you? https://t.co/HZhcbSKhWv"
7484,"@AmazonHelp hello, could I have some information about an order please"
7485,#AmazonPayAppQuiz who's the winner @115850 @AmazonHelp
7486,"@AmazonHelp worst service experience in last 3 months, delivery boy is so unprofessional &amp; absurd in talking as if he is doing favour for me"
7487,Anyone here who has used Amazon Echo or Echo plus? How is the experience? Have a couple of questions that their @AmazonHelp rep doesn't know
7488,"@115821 
Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs?
@AmazonHelp"
7489,@115850 @AmazonHelp @115851 #my Prime membership expired &amp; I got a notification AFTER that. Now I've had to renew at higher cost. (1)
7490,"@AmazonHelp I was supposed to receive a call back,  is this how you want to be a world class company, pls sort my issue out 9051282828"
7491,That's @AmazonHelp return experience summed up in 2 images. The pick up person has been rescheduling and cancelling on his own. @115850 https://t.co/fM0w6AUv1t
7492,Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf
7493,"@115850 
@AmazonHelp what's update of this? https://t.co/rZxXAjgtps"
7494,Dear @AmazonHelp I've been paying for prime for awhile and having 2 packages due today &amp; one being undeliverable is VERY annoying. Explain
7495,"@AmazonHelp Is there a problem with books in the last couple of days?  Been trying to buy one that is a bestseller but you say only third parties offer it which is odd.  Similarly, the link for a book I ghosted - also a bestseller at the moment - says 3rd party only."
7496,@115821 @115850 @AmazonHelp delivery boy was too arrogant when I asked him to deliver my order next day he cancelled my order#annoyed
7497,@AmazonHelp I have over $1225 gift cards on my amazon account but I can’t use it to order an item .. why is that ? I was told my account
7498,@AmazonHelp can you explain why a package I was due to receive yesterday was marked as refused at my address - when no one refused it? Poor.
7499,@AmazonHelp Hi can you tell me how I make a complaint about your delivery drivers?
7500,"@115821 @115850 @AmazonHelp I placed ds ordr n status is still ‘on d way’, is not dis ur failure to track ur deliveries on time? Disgustng https://t.co/u7Yco0g6DP"
7501,@119356 @AmazonHelp @1560 I have purchased a keybrd &amp;mouse mrp shows 787 bt bill amt 799 from amazon .. https://t.co/LA3QOEQZo0
7502,@AmazonHelp your courier sucks really!
7503,@AmazonHelp i have had a payment taken THREE times and no product!
7504,"@115850  @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales.
Amazon didn't help me even."
7505,"@AmazonHelp so I order on prime for next day delivery and receive nothing :/ cant track parcel, cant contact seller...how do I get my delivery??massively disappointed"
7506,"@AmazonHelp hi, I have a credit card charge for prime every month when I am not a subscriber. Can you help?"
7507,@AmazonHelp Hi I am not happy at all NO response from @115830 this is not acceptable it’s Racism which I wouldn’t expect from Amazon...... https://t.co/jjAJS8njHt
7508,"@AmazonHelp Hi, just curious as to why tracking details for my item haven't been updated. Can you help? https://t.co/Ko30E2efuK"
7509,@AmazonHelp trying to book morrissey tickets. Saying I've exceeded amount. No I haven't. Help me.
7510,@AmazonHelp @1711 @1712 what is this shit? Trying to get Brighton https://t.co/Nk3I0gHT2Y
7511,"@AmazonHelp Yo... I've had this, is this you or is it something dodge? https://t.co/HhSD6KpG7i"
7512,.@120474 @AmazonHelp  Very good. Pre-order album to get access to pre-sale then it doesn't work. https://t.co/wy0wzkEFdQ
7513,@AmazonHelp desperately trying to book #morrissey tickets at Brighton - people had success at other venues. What's happening?
7514,@AmazonHelp I’ve found a parcel at my door that’s not mine.Googled address and it’s not recognised. How do I return it ?
7515,@115850 @AmazonHelp Not able to make payment for order #408-8438988-8961968.Amount deducted 4 times &amp; still order not placed #worstservice
7516,@AmazonHelp I am unable to find a will to live on your site it just keeps showing me books. Very dissappointing
7517,@AmazonHelp @115830 My package was just 'delivered' - Your driver left it (my new phone) in an open/unsecured cupboard in my carport...
7518,"@115850 @AmazonHelp @115821 
I am Prime Member &amp; Paid an Order Using Pay Balance but got this as Refund for a Cancelled Order What's This https://t.co/vuy3mKbAX3"
7519,@AmazonHelp Hi please could i have a DM regarding a recent order. Thanks
7520,@AmazonHelp 4 gifts do u hv an option 4 cards so an accompanying message cn b sent with the gift?
7521,@AmazonHelp I have booked a package to my office address. Actually every week Saturday is holiday but this week it's on Monday.(1/2)
7522,@115850 @AmazonHelp Alexa's accent for Indian English is horrible. Just horrible. And skills are blocked for other languages.
7523,"This is very sad to say that being a happy cust. this time had worst experience on returns. Yet not able to return.
@115850 @AmazonHelp"
7524,"@AmazonHelp Given up will 2 live trying 2 place order as basket won't let me remove 1 item! FFS sort it out Amazon
Bad enough u not pay tax https://t.co/NzQn4TrQcE"
7525,@AmazonHelp if I cancel an order do I get a refund? It hasn't been dispatched yet does that mean you haven't taken any money yet?
7526,"@AmazonHelp Your help pages don't reflect changes to the site, e.g. 'Change Account Settings' no longer exists:

https://t.co/WZngOaWQbr"
7527,"@AmazonHelp It's pending since 1.5 months, every support person assuring pickup will be done, nothing happening! https://t.co/w8V6fdhvQu"
7528,@AmazonHelp your delivery person never calls and doesn’t answer but your message says deliver delay because I didn’t pick up call
7529,@115851 @AmazonHelp @115850 Improve your coustmer service You give me wrong information about my issue and Now I have to pay more money
7530,"@AmazonHelp hi, I was browsing on my phone and it was playing up then I got an email about a purchase that I didn’t want, can I return? https://t.co/0CwzPC1vMp"
7531,Hey @AmazonHelp does the Fire HD with Alexa do calling like the Echo devices?
7532,"@AmazonHelp I ordered something 3 months ago and haven’t received it, I’ve emailed the seller/you 4 times and haven’t heard a thing back??"
7533,@AmazonHelp it's been suggested I get a crime number from police for a missing parcel or no assistance. Are you crazy?!
7534,@115890 @115787 @15913 @115821 @AmazonHelp I pre-ordered my console like 5mins after it was announced. So why am I not receiving it
7535,@AmazonHelp my father bought a book via marketplace that never arrived. He requested a refund on 30 September but has heard nothing.
7536,@AmazonHelp @115850 Thanks a lot for not delivering my product even after promising. Fake promises! Two orders and both not dlvd. #prime https://t.co/Y9nT10k5Lj
7537,@AmazonHelp Could I get a message please? I’ve got a complaint to make
7538,Hello @AmazonHelp Don't send a special edition game like this in just a cardboard sleeve. It clearly got crushed b/c bad packaging. https://t.co/zoEmj23Hh5
7539,.@AmazonHelp Just ordered this item from Amazon and they are explicitly bribing customers for 5-star reviews. https://t.co/Ds7rqr5x5M https://t.co/mvn43uDUNW
7540,@AmazonHelp How does one get a refund on a never delivered package when you require us to send it back for the refund?
7541,"@AmazonHelp I am getting ""We're sorry but we encountered an error when processing your request. Please try again"" When payi with 2 dif cards"
7542,Signed up for @116090 Prime to buy a SNES today. Can’t find it! @AmazonHelp Is it there or am I now a person who can’t use websites? 🙈
7543,"Ordered via @AmazonHelp, notified its been delivered. Get home, not delivered. Request them to investigate, their response.Salt in the wound https://t.co/AmxnePgcpF"
7544,@AmazonHelp Why is Amazon Prime Music stations repeating the first song? Every station I've tried does it.
7545,"@123967, @AmazonHelp: I tweeted both of your help pages but didn’t get a response. I want answers as to why my Fresh was abruptly canceled in my area. Amazon says they wouldn’t choose to stop so that leaves usps. Email says change in delivery route. ????? Doesn’t make sense."
7546,@AmazonHelp Hi I’ve had a parcel go missing I’ve already informed Royal Mail but they said I have to let you know that’s it’s gone missing is order number 204-0980251-0540346                  do I have to do anything your end or nah??
7547,got an @115821 notification that my package couldn’t reach my front door/turns out they were just lazy and never came to my house bc my gate guard said no one tried to get through so i really can’t trust anyone and delivery men are lazy @AmazonHelp i’m a freaking prime member
7548,"Amazon didn't even ship my in stock tools, until 11 days after I ordered. 9 days after it was promised to arrive. Wtf @AmazonHelp?"
7549,"@AmazonHelp Why is there a box that says I can pre-order Songs of Experience - and listen to 2 songs - but I click &amp; it says ""not found""?"
7550,@AmazonHelp how do I cancel my amazon prime account? I don’t use it anymore as no longer need it.
7551,@AmazonHelp but i feel the subtlety of the issue is being lost in translation (2/2)
7552,@AmazonHelp nice to see a parcel turn up after 2 non attempts at delivery with a giant hole in the box. #caredforbox
7553,"Help @AmazonHelp! My Amazon Prime biz acct was hacked. Someone reset email address, and I can't sign in to report it."
7554,"@AmazonHelp someone has used my email address for their amazon account, what do I do?"
7555,@AmazonHelp I was signed up to Prime and it wasn’t me who did it. Did someone hack my account?
7556,Yo we gotta talk on my lunch break @AmazonHelp
7557,"@AmazonHelp just so you know, your text alerts that a package has been delivered arrive now a day after the delivery. Weird."
7558,@AmazonHelp I purchased this book for my commute this morning and it won't show up to listen. Now I can't cancel. Plz help https://t.co/0sAo5aGFbS
7559,@115850 @AmazonHelp Very disappointed with delivery service. I won't any order from #Amazon in future.
7560,brought the wrong cable £6 later go to return it and this 😭😭😭😭  @AmazonHelp  why u do this to me :( https://t.co/8yr7yr2Ua6
7561,"My product Return was cancelled without any information.  @AmazonHelp @115850 
why??"
7562,"@AmazonHelp
ordered a product with delivery address j&amp;k....but ATS is trying to deliver it to Assam....track id-79244084290"
7563,@AmazonHelp I was wondering is there no finder integration in Amazon Drive client (e.g. right click to share) ? Is it coming?
7564,@AmazonHelp hi! How do I check how much amazing pantry credit I have my my account? Thanks!
7565,@AmazonHelp Hi I’ve had a suspicious looking email claiming to be from Amazon confirming prime which I haven’t bought. Can I dm screenshot?
7566,"@AmazonHelp really ticked, order wont ship. 200$ worth of stuff not being shipped. Can you please help me?"
7567,@AmazonHelp does the version of Reputation that you sell definitely come with the poster?
7568,"@AmazonHelp Hello! I specifically urged my purchase to receive today, why in the app it says that i’m receiving tomorrow? this is upsetting!"
7569,"Trying to cancel an order on @115821 but the website and app page come up blank when I hit ""cancel order"" @AmazonHelp"
7570,"@AmazonHelp Why is the following item only preorderable?
Other sellers than amazon do ship already. https://t.co/SZTDDD7sUF"
7571,"@AmazonHelp I received an item today that has a tag on it saying it is new, but it very clearly isn't new. It's a present. Please help."
7572,"@116935 @AmazonHelp for some reason all my ""stations"" are only playing one song on loop. Win 7/Chrome 62.0.3202.75"
7573,"@AmazonHelp I have no way of verifying the size/color selected after adding to cart...during checkout, conf email, or ""Your Orders"" :/ https://t.co/aZd4UP92ol"
7574,@AmazonHelp #Kindle is basically trash once the screen starts fading as there's no repair services anywhere in the world Pathetic! #Amazon
7575,@AmazonHelp can u listen to amazon music on more than one device at a time?
7576,@AmazonHelp thanks for sending me my dog’s shampoo only half full because it leaked everywhere https://t.co/rzLSqR2S7S
7577,Why isn’t my kindle unlimited working @AmazonHelp
7578,@AmazonHelp my order is missing two pieces of the value pack. I don't want to return what I received but can I get those pieces?
7579,@AmazonHelp just wanted to confirm that call of duty will ship tomorrow if I chose 2 day shipping like it said to do. Currently says friday
7580,@AmazonHelp I got a msg saying that my order has been cancelled for no specific reason and the payment has already been done https://t.co/8pCGmquCer
7581,@AmazonHelp You sent the wrong edition of a book I pre-ordered. This is the 2nd screwup in as many days. I want the correct edition.
7582,Huge thank you to 😁@AmazonHelp   my new remote for my Firestick ❤ arrived...it worked and I'm back in business  #HappyWeeyin
7583,@AmazonHelp For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account
7584,"@AmazonHelp I've recieved an email reciept for purchasing a year prime gold membership @ £79
I have made no such order."
7585,@AmazonHelp I have a package that I ordered last Wednesday with Amazon Prime and it still hasn't arrived. I believe there a transit error.
7586,order id #403-5637109-7077146 has been cancelled or is on time pls help. @AmazonHelp @115850
7587,@AmazonHelp order #202-2318203-8613961 why was this order returned? I just want my items not a refund!!!!!!
7588,"@AmazonHelp 
I have transacted first time using Amazon pay on BookMyShow but still did not got cashback https://t.co/asVD3jtGi3"
7589,@AmazonHelp what happens if you buy a digital copy of a game on amazon?
7590,@AmazonHelp I cannot believe such a small item was sent in such a wasteful box. I thought it was a joke. https://t.co/6SqyU7ffDr
7591,Can you help me? My account unlock because my billing address. I sented every day my bank statement but noone answer and fix it! @AmazonHelp
7592,@AmazonHelp how can u sell something higher than MRP?? https://t.co/9LblRhGcWp
7593,@AmazonHelp someone hacked onto my amazon account and changed the email and password what do i do????
7594,@AmazonHelp Can't search music properly in the @115833 app @115830 https://t.co/40zec9k7FG
7595,@115821 @120533 @AmazonHelp @127390 #TurtlesAllTheWayDown Et je ne pense pas être la seule...? Has this happened to someone else? https://t.co/cnkB2p99RQ
7596,"@AmazonHelp Hi, do you know if there are phishing emails doing the rounds regarding ""amazon prime gold"" membership?"
7597,@AmazonHelp Shocking lack of service no one has a clue when you call Amazon
7598,"@AmazonHelp hey, struggling to get in touch with you via any other method. Can you help with a query regarding an order made yesterday?"
7599,Why hasn’t my Amazon order been dispatched yet 😩📦 @AmazonHelp
7600,@AmazonHelp .. Team I am not satisfied with customers care services...  No help from ur end..  Regarding refund issues
7601,"@AmazonHelp Hi! Order #204-2242560-7141155, 2 books that were preordered. I asked them to be shipped together..."
7602,For the 5th time I've called @AmazonHelp after their carriers have failed to give a disable customer [me] enough time to reach the door
7603,@AmazonHelp Having some issues with your jobs portal using social login with LinkedIn.
7604,hmmm my positive reviews on Amazon seem to be disappearing? @AmazonHelp
7605,"@AmazonHelp hi , i bought the pre load version of ww2 for ps4 and i wanted to know when will i get the 2xp code"
7606,@AmazonHelp I have my account blocked. I have already sent the fax you have requested (twise) but still got no aswer. What should I do?
7607,"@AmazonHelp hi, I moved homes last week, updated my address and my preorder is still going to be sent to my old address on Friday. Help!"
7608,"@AmazonHelp hello when my brother is trying to order from you ,when typing in his adress its coming up with next doors adress which is wrong"
7609,"@AmazonHelp that awkward moment you’ve recently moved 🏠 and you get your delivery sent to the wrong address (correct street, wrong number)"
7610,@AmazonHelp I have purchase an product on 19 aug 2017 and  it s been 2 month but there is refund and amazon serive  is worst
7611,"@AmazonHelp once again @916 @127917 can't deliver.  No reason just ""could not attempt delivery"".  Stayed home 4 the delivery"
7612,@AmazonHelp Your company canceled an order for a child’s bday present that was to arrive 10/31 - no one called and support not helping
7613,How is it that my last three @115821 prime purchases have been delayed and taken over a week to be delivered&amp; 1 delivered to UPS @AmazonHelp
7614,@115821 @AmazonHelp Why cant we watch prime content on mobile devices
7615,Really? @AmazonHelp why would someone fold computer paper in half to be shipped in a package that would have fit it anyways... https://t.co/8uSmob1ufC
7616,@AmazonHelp @115850 I hv placed order of Neocate Powder yesterday. I need it urgently. Plz deliver me asap. https://t.co/Re5lufpMeI
7617,@AmazonHelp ive signed up to prime student about a week ago with 6 months free so why is it saying theres a problem with my card? https://t.co/EvBkqR1APB
7618,@AmazonHelp When will my pre-order for CoD: WWII arrive? Does it arrive Thursday night for the midnight release or must we wait until Fri?
7619,Paid for one day shipping and the last time my order was located was a whole 26 hours ago in NH @AmazonHelp
7620,@AmazonHelp Please tell your Indian division to stop showing Pantry products under Prime results because Pantry does not have free shipping.
7621,@115830 @AmazonHelp I have an order that says delivered yesterday by amazon shipping but it hasn’t been delivered. What can I do?
7622,@AmazonHelp hi I have an echo plus  and cannot use the £3.99 echo only music option. Can you tell me how? Only gives option for £9.99version
7623,@AmazonHelp Is this your fax number? 1-206-922-5821 they are requesting my e-mail address by e-mailing to my e-mail address😬
7624,"@AmazonHelp This is the second time the delivery person didn’t drop off my package. Never an issue before, now it is? I paid next day too!"
7625,I expected something TODAY and now my delivery is for tomorrow by 8PM @AmazonHelp
7626,@AmazonHelp Hi there! Please tell me if @42289's World in My Eyes will be available tomorrow on @115830. This is my third enquiry.
7627,"@AmazonHelp so, email to say package out for delivery today....just got home, no package, no note, no email? What’s going on?! Not next day!"
7628,@AmazonHelp preordered a book on kindle in September. It says the release date was 21st Sept but it’s still not on my kindle. Can you help?
7629,"Shocking delivery by @115830 - not sure @115851 would be proud of such terrible service!
Cancel my Prime membership please @AmazonHelp https://t.co/ITPIGWxB4R"
7630,@AmazonHelp can I DM you instead?
7631,Hi @AmazonHelp - my same day delivery package still hasn't left the carrier facility and it's actually an item I need ....today urgently
7632,"So I accidentally ordered a bed frame I already own on @115821 &amp; I immediately cancelled. It never shipped, I still got charged? @AmazonHelp"
7633,@AmazonHelp my book came like this? :( https://t.co/YXO3XhNvhj
7634,"@AmazonHelp Hey, I am in UK and would like to know what Courier is most likely for the Scorpio Edition Xbox, its not been updated yet"
7635,"@AmazonHelp Hi, Delivery date keeps being pushed back on my order. I chose you over another company because I thought you were reliable 😞"
7636,@AmazonHelp who do I️ contact about my missing package
7637,@AmazonHelp i just ordered this light and after i placed my order it changed my 2 day shipping to next monday ??? https://t.co/RvLY0Ro5Ga
7638,@AmazonHelp my prime parcel should have been delivered today and still no sign? Item was needed for a present but no show
7639,"Cried for 2 hrs straight this evening ‘cause neither @122232 or @AmazonHelp could be bothered to deliver to me. So yes, I am still pregnant."
7640,Is there a twitter account for help as supplier to @115830 @AmazonHelp? In stock items suddenly not showing as buyable from Amazon direct
7641,"@AmazonHelp your customer service is a joke, worst agents out there"
7642,@AmazonHelp the echo dot 2nd gen i'm using suddenly stopped playing music randomly. the connection is fine.
7643,@AmazonHelp Hi im sending this message about a product i bought on saturday with two day shipping that said i was suppose to receive on
7644,@AmazonHelp yoooo where’s my package. Your website says delivered my house says otherwise
7645,@AmazonHelp just received the munchkin nursery projector and sound system and the volume does not work.
7646,First time i've ordered something from @AmazonHelp and it has not arrived. Eagerly waiting for the seller to refund...
7647,"@AmazonHelp second delivery in a row to go wrong Amazon, what has changed with your delivery services? I can’t rely on it arriving at all!"
7648,#hearusamazon  @115851 @115850 @AmazonHelp what you done for duplicate orders and  fake orders you want to rich on sellers money? #GMV
7649,Hey .@115821 .@AmazonHelp Why are you charging Mississippi tax? There's no state law for online tax purchases. You pocketing my tax money??
7650,"@AmazonHelp my kindle is low on storage but I've got an sd card with gigs available, help!!!!"
7651,@UPSHelp help! It says I refused my @AmazonHelp package but I never actually received it at all. https://t.co/60Go6LQczv
7652,@AmazonHelp having no trouble putting through a snack order?
7653,@AmazonHelp what is your amazing prime help email please? I keep getting an email saying thanks for signing up but payment has been declined
7654,@AmazonHelp seriously? https://t.co/Uxw1Eh5he4
7655,@AmazonHelp if I cancel my order that I subscribed/saved and also had a $10 benefit credit from one of your boxes will I get my credit back?
7656,"@AmazonHelp Hi! Im trying to take use the 5 EUR reduction on the amazon.fr app, but it does not appear on my cart as it said it would! help!"
7657,So now @AmazonHelp @115830 lie in emails about deliveries not being delivered... never attempted #lie #poorservice
7658,@AmazonHelp Currently locked out of my Amazon account because someone changed my email. Amazon gave me no advanced notice...
7659,@AmazonHelp do ur drivers not know how to read #'s? My house # is clear. The package I got doesn't belong here. So now I'll deliver 4 you
7660,@AmazonHelp ordered a 3-piece shovel. Received only 2 pieces. What’s best way to contact seller? Order 114-8157414-8649025 cartman shovel.
7661,@AmazonHelp does instant pick up show up only to those whose default addy is near the pickup area?
7662,@AmazonHelp can I sign up for Prime Student if I already have an Amazon account?
7663,"@AmazonHelp still haven’t received my Mario odyssey from July preorder, amazon sent to wrong address and still nothing, any help?"
7664,@AmazonHelp 1/ The cell phone case I ordered was shipped on Oct 26 according to your tracking.  Where is the package? Why no details? https://t.co/ptMphIdqiD
7665,"@AmazonHelp @115821 since october 20 my package stuck in Tampa Florida, Im a @117795  customer. This is unnaceptable. 2 packages."
7666,"@AmazonHelp Hello! This probably sounds silly but I had a question on how to use Prime Reading, would y'all be able to help me with that?"
7667,"@AmazonHelp Jesus, like every order now. What gives? 😡 https://t.co/GfGA9Gc92a"
7668,"Hey @115821 &amp; @AmazonHelp: your new ""tracking"" system is horribly retrograde &amp; claiming you delivered an item when you did not. Wassup????"
7669,@AmazonHelp can I schedule a delivery? If I order something now and want it on December 2nd in a different location...Is there anyway?
7670,@AmazonHelp I just order a item it was blue a differnt shape and it’s not what I ordered.
7671,"@AmazonHelp my kindle paperwhite keeps trying to force update every 5/10 mins repeatedly. Has been doing it since Tuesday, please help"
7672,@2150 lied about delivery attempt for 1-day shipping items needed for event tomorrow @AmazonHelp @115821 seems normal for this company
7673,Hey @AmazonHelp not sure if it was a robot or a person but whoever returned this scammed you. You sold me a $15 keyboard for $116 lol. https://t.co/ABDWP0u6Wx
7674,"@AmazonHelp is the best. When my package didn’t show up the date it was supposed to, they extended my prime membership. Responded in an hour"
7675,"@AmazonHelp there’s some typos in there, my mistake, but you get what I’m trying to say https://t.co/lgscE0EL0g"
7676,"@AmazonHelp I couldn't make echo dot play music from prime music, sometimes it says I am not prime and only plays sample, but I am prime."
7677,This is my 3rd time buying something on @115821 prime and facing this as my free “2 day” shipping option. You guys are atrocious @AmazonHelp https://t.co/mfsfAdfPvP
7678,"@AmazonHelp Help! It appears Alexa ordered something I’ve never even looked up before! And, overdrafted my acct!"
7679,@AmazonHelp you guys are pathetic. The orders have the same number. Last time this guy said he has left Amazon 10 days ago. Is this a joke. https://t.co/K04XK8I2mt
7680,"@AmazonHelp dear Amazon, you need to seriously rethink your Amazon Shipping service. I did not receive much needed food for my dog today 1/"
7681,"@AmazonHelp Placed my order on 10/20, and it hasn't arrived yet. No estimated delivery date. better you shutdown your business."
7682,@AmazonHelp Just received a fake NES Classic in the mail. Order #111-2751721-6217011. Emailed Jeff.
7683,"@AmazonHelp prime order delivered incomplete.  i called 4x, spent 45 min on phone.  no resolution.  beyond frustrated."
7684,"@AmazonHelp Some weird prices on these items. Legit? 
https://t.co/Iekai71u5Q
https://t.co/UroaF5hY4d"
7685,@AmazonHelp Amazon UK I have experienced the worst customer support ever ..
7686,"@AmazonHelp love Alexa's new routines, but I can't turn OFF anything with Harmony hub, only ON. Am I missing something?"
7687,"Why does @AmazonHelp Alexa have so much trouble ""playing the music"" on @2925?!?!"
7688,"every time I ordered something for two day shipping it always gets delayed, like why?!? is this a Nevada thing orrrr @AmazonHelp"
7689,@115821 @AmazonHelp I wish your customer service would stay as good as it used to be. Your customer service is horrendous as of late!
7690,"@AmazonHelp Order # 402-8912264-8333158 shows delivered and handed to customer, while it has not yet been delivered. Can you check"
7691,@AmazonHelp when will you going to announce the result of payquiz??
7692,@AmazonHelp This is how Comfort fabric conditioner is delivered today @115850 https://t.co/t6EalN8GqY
7693,@AmazonHelp I'm trying to link my twitch account to amazon and my associates ID  made from twitch doesn't show up in my associates dashboard
7694,@AmazonHelp Hello. I have guaranteed delivery by Friday but item hasn't shipped yet. Should I be concerned?
7695,@AmazonHelp need your help.Ordered one microwave which is defective when opened and https://t.co/gyNBImX7NX return window is closed.
7696,"At last all my losses has been repayed by @AmazonHelp. This called #देर से आये दुरुस्त आये।।
आभार।।।"
7697,"@AmazonHelp
Zero class service from you i am getting from few days. 
I purchased MI power bank from U and it stops working after some days"
7698,@115821 @AmazonHelp i have been following up in this order. You need to deliver this before 3rd or else i need to proceed legally. https://t.co/4c6DiIAaNa
7699,@115850 @AmazonHelp   just got the Echo Dot in India... It's not recognising location as India and giving weather updatesp for New York!
7700,@AmazonHelp I ordered a product . My number:- +91-7836969024. But haven't get it yet. Dishonest delevery boy. His number is +91-8368487277
7701,"@AmazonHelp  it was showing that the product will be deliverd to me in 2 days guaranteed.
Orderd it on sunday still waiting to get it (2/2)"
7702,Why was my account charger twice for amazon prime! I’m not about to play with y’all  @AmazonHelp @115821
7703,@AmazonHelp why does doom on the Nintendo switch not have the option to have the game delivered on release day? I have prime!!!!
7704,"@AmazonHelp Hey, so my Xbox One X preorder is supposedly shipping in mid-December now? That ain’t right. It was a preorder for next Tuesday."
7705,"@AmazonHelp hello, after charing my card, Amazon says credit card is declined, even though the amount is charged and withdrawn?"
7706,".@115850 @AmazonHelp, amazon pay issue | gift card locked-no reason | 1st CS call-assured unlock in 24hr |1 wk, 3 calls later-still locked https://t.co/hRRo0mtfjb"
7707,@AmazonHelp how can I know who used my account to sign up to amazon videos?!?!
7708,@115850 @AmazonHelp Order no 407-2730235-0652330 was never delivered but marked as such. No refund till now as promised by helpdesk.
7709,@115830 @AmazonHelp wrst service by AmazonIN. Ordr 402-0028870-5331508 not delivered &amp; Ordr 408-2570476-7639509 shows it will be delayed
7710,@AmazonHelp is there any way I can warn other buyers about a seller on Amazon that is unreliable?
7711,"@115850@AmazonHelp, Place a mobile order on OCT28 and today when I see it says order not deliverable. No one called me I gave 2 contact no https://t.co/2UtiP70LtN"
7712,My #echo dot has been failing mid games all night #alexa #echodot :( @115821 @AmazonHelp
7713,@AmazonHelp shipping day changed from Nov 1 to soon. Something tells me you guys aren't going make my delivery day... https://t.co/Tfgspcpf9n
